representation,objective,N,metric,mean_regression,mean_pairwise,difference_pairwise_minus_regression,difference_ci95_low,difference_ci95_high,pairwise_wins_targets,target_count,higher_is_better
resnet50,hinge,9,kendall,0.13984868966844316,0.2666932708473384,0.12684458117889527,0.1186910016767111,0.13722649427756356,4,4,True
resnet50,hinge,10,pair_accuracy,0.5655035425101214,0.6357279014844804,0.070224358974359,0.06044871794871798,0.08904267881241573,4,4,True
resnet50,hinge,10,mae,0.9594750165939332,0.697423592209816,-0.26205142438411716,-0.2972158461809159,-0.20644855499267578,4,4,False
resnet50,hinge,10,r2,-1.0567147583081957,0.0020323707827154245,1.0587471290909112,0.7339840373742077,1.3556916254519111,4,4,True
resnet50,hinge,10,pearson,0.2206291465240838,0.38487144006299,0.16424229353890624,0.14139181403432666,0.1870927730434858,4,4,True
resnet50,hinge,10,spearman,0.20456200160460664,0.3773208737263909,0.1727588721217842,0.1462086082772837,0.20401632382871232,4,4,True
resnet50,hinge,10,kendall,0.13984868966844316,0.262191135314888,0.12234244564644485,0.1043089528013348,0.1468804712232506,4,4,True
resnet50,bradley_terry,1,pair_accuracy,0.5655035425101214,0.59125,0.025746457489878583,0.008513832658569531,0.042979082321187634,4,4,True
resnet50,bradley_terry,1,mae,0.9594750165939332,0.7313384413719176,-0.22813657522201541,-0.2573338985443116,-0.18230501115322112,4,4,False
resnet50,bradley_terry,1,r2,-1.0567147583081957,-0.06258403439747343,0.9941307239107224,0.721616858520393,1.251553473961582,4,4,True
resnet50,bradley_terry,1,pearson,0.2206291465240838,0.27084535014908934,0.050216203625005534,0.011284336811382849,0.08331611279495657,3,4,True
resnet50,bradley_terry,1,spearman,0.20456200160460664,0.26039312658860403,0.05583112498399737,0.008360192445501534,0.09873310761046912,3,4,True
resnet50,bradley_terry,1,kendall,0.13984868966844316,0.17785825507818298,0.03800956540973979,0.007318815532404106,0.06789548439882553,3,4,True
resnet50,bradley_terry,2,pair_accuracy,0.5655035425101214,0.616808367071525,0.051304824561403534,0.04381578947368425,0.05996710526315793,4,4,True
resnet50,bradley_terry,2,mae,0.9594750165939332,0.725558078289032,-0.23391693830490118,-0.2673037096858025,-0.18381284028291706,4,4,False
resnet50,bradley_terry,2,r2,-1.0567147583081957,-0.06121983442719908,0.9954949238809966,0.7213063203901984,1.2696835273717948,4,4,True
resnet50,bradley_terry,2,pearson,0.2206291465240838,0.3532710128127021,0.13264186628861835,0.11976005352226761,0.14552367905496905,4,4,True
resnet50,bradley_terry,2,spearman,0.20456200160460664,0.33861981369825117,0.13405781209364453,0.11757898005102682,0.15053664413626222,4,4,True
resnet50,bradley_terry,2,kendall,0.13984868966844316,0.23377210431116396,0.0939234146427208,0.08222347616380479,0.10562335312163681,4,4,True
resnet50,bradley_terry,3,pair_accuracy,0.5655035425101214,0.6160846828609986,0.05058114035087721,0.041634615384615464,0.061198549257759804,4,4,True
