Painting,Representational,BeautyRating_M,BeautyRating_SD,Liking_M,Liking_SD,Saturation,Brightness,HueSD,SaturationSD,BrightnessSD,RedLum,GreenLum,BlueLum,Luminance,AdjustedRedLum,AdjustedGreenLum,AdjustedBlueLum,Entropy,StraightEdgeDensity,NonStraightEdgeDensity,Meaningfulness,Complexity,Emotion,ColourWarmth,Vertical_Symmetry,Horizontal_Symmetry,Average_Symmetry,VerticalGrayscale_Symmetry,HorizontalGrayscale_Symmetry,AverageGrayscale_Symmetry,ColourComponent
202,0,3.51,2.11,5.1778,1.9919,0.221275047624212,0.756613414870898,0.657774789163401,0.159202459981344,0.136358743307823,180.03,183.23,152.2,178.77,1.00704816244336,1.02494825753762,0.851373272920512,7.02592242590215,0.0524,0.086100000000000,5.0,6.96,4.57142857142857,5.22916666666667,0.9534,0.9572,0.9553,0.9632,0.9668,0.965,0.434238373
203,0,4.71,2.47,4.0222,2.7177,0.414464930825197,0.425633219567691,0.608905665815161,0.291614413266823,0.239751087595694,107.19,83.98,70.7,89.43,1.19859107681986,0.939058481493906,0.790562451079056,7.66157644043463,0.0656,0.105400000000000,4.3,7.16,4.57142857142857,5.35416666666667,0.712,0.708,0.71,0.7289,0.7248,0.7269,-0.682603308
204,0,3.53,2.23,5.3913,2.1341,0.496614174529838,0.48309698535745,0.909998002347865,0.238795772301077,0.209564116646378,77.65,80.9,114.32,83.68,0.927939770554493,0.966778202676864,1.36615678776291,7.45431784130242,0.0505,0.104500000000000,4.38,6.78,4.75510204081633,4.14583333333333,0.7587,0.7757,0.7672,0.7347,0.7638,0.7493,1.120961957
205,0,3.47,2.01,5.6,2.3587,0.692906525181677,0.754302610768064,0.564333993032317,0.342646185874062,0.262136722341125,72.15,120.8,186.83,113.48,0.635794853718717,1.06450475854776,1.64636940430032,7.70501178754213,0.0215,0.051400000000000,4.52,4.78,4.36734693877551,3.83333333333333,0.8833,0.7937,0.8385,0.8798,0.8042,0.842,2.926149174
206,0,5.06,2.67,5.0435,2.7565,0.46401583780421,0.526556510508395,1.27920555394788,0.276290039784503,0.217858416704123,122.21,107.8,85.61,109.64,1.1146479387085,0.98321780372127,0.78082816490332,7.73305556087838,0.0584,0.062300000000000,5.7,7.9,5.81632653061224,6.22916666666667,0.7603,0.776,0.7681,0.7966,0.8142,0.8054,-0.212539808
207,0,3.14,2.1,3.9556,2.8441,0.528269684803394,0.493974029611845,0.744560038277381,0.27968098500065,0.259625129861492,117.21,103.46,65.22,103.31,1.13454651050237,1.00145194076082,0.631303842803214,7.13034425019487,0.0393,0.025400000000000,5.84,6.9,4.6734693877551,6.02083333333333,0.7285,0.6693,0.6989,0.7765,0.7268,0.7517,-0.395878767
208,0,3.25,2.27,4.5778,2.3788,0.450446710087074,0.611011745482507,0.36807647036702,0.233684079215167,0.268823317050867,155.54,126.8,94.3,131.75,1.18056925996205,0.962428842504744,0.715749525616698,7.13725984922887,0.0314,0.035200000000000,5.04,6.66,4.77551020408163,5.9375,0.8808,0.8668,0.8738,0.8888,0.8749,0.8819,-0.615275092
209,0,3.6,1.78,4.6304,2.3129,0.49439783147517,0.648669560074608,1.56150275793107,0.310425318572345,0.266655692200009,136.63,111.99,119.93,120.24,1.13631071190951,0.931387225548902,0.997421823020626,7.52032511865923,0.0332,0.064700000000000,4.02,4.62,3.89795918367347,5.4375,0.8067,0.7037,0.7552,0.8325,0.7484,0.7904,-0.232242545
210,0,4.62,2.43,5.2045,2.6111,0.154017207298752,0.46909261555522,1.04262998382332,0.108820155493381,0.215488288739093,117.46,111.46,103.36,112.34,1.04557593021186,0.992166636994837,0.92006409115186,7.64363318713477,0.0318,0.085900000000000,5.72,7.82,5.46938775510204,3.97916666666667,0.8643,0.8809,0.8726,0.864,0.8816,0.8728,0.246672264
211,0,4.24,2.1,4.2609,2.565,0.505767644414744,0.49491589786994,0.364722845366703,0.18089770954821,0.274381888985162,125.76,108.36,62.26,108.43,1.15982661625012,0.999354422207876,0.574195333394817,7.54626099284183,0.0515,0.050100000000000,5.14,6.4,5.3265306122449,5.27083333333333,0.784,0.7865,0.7853,0.7869,0.79,0.7885,-0.56676861
212,0,4.63,1.8,4.1739,2.6858,0.504051636333234,0.533419427771108,0.75382944509984,0.185908173227957,0.163851560675787,80.65,90.29,122.38,91.03,0.885971657695265,0.991870811820279,1.34439195869494,6.07389001175971,0.0348,0.050400000000000,4.92,4.58,3.87755102040816,4.375,0.8673,0.8474,0.8574,0.8948,0.8911,0.8929,1.346894027
213,0,4.42,2.31,5.4348,2.2475,0.314297111394525,0.320116828818042,1.75447664288014,0.147407287388722,0.198024229845633,74.0,69.53,58.69,69.67,1.06215013635711,0.997990526769054,0.842399885172958,6.8352741126658,0.0362,0.080800000000000,4.86,4.66,5.22448979591837,4.47916666666667,0.909,0.7723,0.8407,0.9133,0.7876,0.8505,0.11315707
214,0,4.33,1.88,4.1111,2.4423,0.343129584822001,0.415632933653078,0.422341696233496,0.232456327175729,0.182742431518097,104.8,78.17,67.83,84.97,1.23337648581852,0.919971754736966,0.798281746498764,6.87878125360045,0.047,0.077100000000000,4.34,5.9,4.30612244897959,5.64583333333333,0.8343,0.8291,0.8317,0.8679,0.8594,0.8636,-0.876192627
215,0,4.98,2.14,5.3043,2.2693,0.379295336290631,0.32314639442554,1.15029515399423,0.25070975047588,0.219755227881935,65.45,64.54,72.55,66.71,0.981112277019937,0.967471143756558,1.08754309698696,7.11709374027798,0.0416,0.045700000000000,4.7,6.5,4.83673469387755,4.6875,0.6905,0.669,0.6797,0.7092,0.6798,0.6945,0.537415864
216,0,4.53,2.11,5.3043,2.0316,0.058796593375497,0.853037993517189,2.31763956306224,0.094504533124793,0.154749400584134,212.16,212.4,212.19,212.3,0.99934055581724,1.00047103155911,0.999481865284974,6.80593523206686,0.0186,0.094700000000000,4.83673469387755,6.72,5.16326530612245,4.14583333333333,0.974,0.9741,0.9741,0.9745,0.9747,0.9746,0.545783443
217,0,4.41,1.96,5.7609,2.1621,0.207412745328345,0.422893535930996,2.00903767088444,0.139530334209324,0.143627825629919,95.08,97.51,100.15,97.09,0.979297558965908,1.00432588320115,1.03151714903698,7.16454021291404,0.0267,0.043000000000000,5.68,6.86,5.61224489795918,4.41666666666667,0.9013,0.9012,0.9012,0.9055,0.904,0.9047,0.673131721
218,0,3.81,1.92,4.6222,2.3769,0.141243443949287,0.574205508072174,0.627922821365444,0.122373381751181,0.237800373849914,143.61,142.0,130.1,141.15,1.01742826780021,1.00602196245129,0.921714488133192,7.57598480172248,0.0206,0.084200000000000,4.12,6.44,4.87755102040816,4.125,0.93,0.8925,0.9112,0.9329,0.9008,0.9168,0.406482379
219,0,4.73,1.91,6.6522,1.9801,0.510755280994433,0.268481039013544,0.687233408324452,0.270683873973473,0.201599992990698,40.73,51.13,66.73,49.78,0.818200080353556,1.02711932503013,1.340498192045,6.98771311078257,0.0268,0.067800000000000,6.34,6.6,5.73469387755102,3.3125,0.5717,0.484,0.5279,0.5672,0.4691,0.5182,1.730352989
220,0,4.8,1.53,7.0,2.0686,0.294686354954911,0.55107201426025,1.56956853125404,0.297578655473309,0.286566686024008,112.7,130.13,136.72,125.65,0.896935933147632,1.03565459610028,1.08810187027457,7.58678029620301,0.0486,0.068000000000000,5.02,5.98,5.87755102040816,2.89583333333333,0.9089,0.7339,0.8214,0.9125,0.7446,0.8285,1.168681632
221,0,3.2,2.11,4.8667,2.1063,0.304307228877387,0.589921488390752,1.43181440308349,0.287912842572243,0.325877607849623,146.5,132.91,100.8,133.46,1.09770717818073,0.995878915030721,0.75528248164244,7.49244848254531,0.0318,0.070400000000000,4.4,5.44,4.06122448979592,5.25,0.8335,0.8412,0.8373,0.8647,0.872,0.8684,-0.133092113
222,0,5.67,1.72,6.186,2.174,0.66114841057809,0.783822424439388,0.716893496086484,0.157266590001656,0.100733389231672,135.94,198.72,91.02,168.04,0.808974053796715,1.18257557724351,0.54165674839324,6.91129437476477,0.0209,0.087800000000000,4.6,4.68,5.22448979591837,5.83333333333333,0.9038,0.9254,0.9146,0.9824,0.977,0.9797,1.402934106
223,0,3.38,2.03,6.2889,2.3896,0.216286730295535,0.695641230257688,1.39379909729789,0.234014146346469,0.244755634797292,172.79,152.99,151.02,158.7,1.0887838689351,0.964020163831128,0.951606805293006,7.11542432429084,0.0198,0.068200000000000,6.34,6.18,5.69387755102041,5.6875,0.9188,0.8836,0.9012,0.9235,0.8985,0.911,0.01488022
224,0,3.85,2.08,6.1333,2.4918,0.188171367026877,0.833358635640988,1.13577307209887,0.239326088419384,0.08146532349557,207.39,188.94,189.27,194.53,1.06610805531281,0.971264072379582,0.97296046882229,6.29799996373513,0.0217,0.088200000000000,5.12,5.04,5.24489795918367,5.72916666666667,0.9641,0.9672,0.9657,0.9761,0.9795,0.9778,0.152312125
225,0,4.2,1.87,4.4565,2.3731,0.1452931100944,0.283068764830774,1.02312957089573,0.227310877023816,0.370247982600348,70.39,70.63,67.27,70.18,1.00299230550014,1.00641208321459,0.958535195212311,6.21989151228739,0.0301,0.016200000000000,5.0,4.78,4.24489795918367,3.625,0.4517,0.4162,0.4339,0.4511,0.4167,0.4339,0.505989717
226,0,3.23,2.14,5.0444,2.5402,0.292458479219915,0.552581762970675,1.13938926354655,0.277013836492752,0.278996892303326,130.7,122.81,116.09,124.41,1.05055863676553,0.987139297484125,0.93312434691745,7.87902490857695,0.0405,0.028400000000000,4.6,7.14,4.77551020408163,5.125,0.7495,0.7743,0.7619,0.7625,0.7845,0.7735,0.22440357
227,0,4.23,1.93,5.6957,2.1794,0.193036619955492,0.636258045523839,0.663041998695714,0.120469145364406,0.142917225942286,135.36,140.93,161.1,141.55,0.956269869304133,0.995619922288944,1.13811374072766,7.22428415032203,0.0328,0.076400000000000,5.64,5.36,5.42857142857143,3.5,0.9539,0.9549,0.9544,0.9528,0.9552,0.954,0.852848032
228,0,4.38,1.86,7.0889,1.6763,0.639349330048657,0.693089588235294,0.214610557459263,0.310183029942428,0.18442548668984,72.95,133.55,176.73,120.22,0.606804192314091,1.11088005323573,1.47005489935119,7.52016651421255,0.022,0.049400000000000,5.82,5.6,5.40816326530612,3.25,0.8762,0.8925,0.8843,0.8588,0.8799,0.8694,2.997160811
229,0,4.22,2.24,5.3478,2.2531,0.294076505520829,0.646605150717003,2.10378420412868,0.222496703083355,0.173786772271227,157.32,144.07,130.03,146.49,1.07392996108949,0.983480101030787,0.887637381391221,7.22422790287554,0.0171,0.004300000000000,3.8,4.32,4.53061224489796,5.64583333333333,0.8992,0.8981,0.8987,0.916,0.9087,0.9123,0.067850572
230,0,3.61,2.0,4.9556,2.0775,0.378438689722718,0.734359727437074,0.285279215263109,0.142102743186498,0.170552185596849,186.39,175.83,116.28,172.34,1.08152489265406,1.0202506672856,0.674712777068585,6.71686284655036,0.0323,0.072400000000000,4.12,5.7,4.10204081632653,5.83333333333333,0.9441,0.9429,0.9435,0.9499,0.9492,0.9495,-0.073852755
231,0,3.49,2.09,4.3778,2.3577,0.148952339700763,0.650817883231724,1.45428681992176,0.177384512026778,0.368487840373011,159.71,159.24,163.65,159.9,0.998811757348343,0.995872420262664,1.0234521575985,6.54619910467313,0.0245,0.038600000000000,4.72,4.78,4.04081632653061,4.5,0.782,0.742,0.762,0.7836,0.7448,0.7642,0.558124536
232,0,4.53,2.01,4.2,2.4365,0.464289895447804,0.530827782655349,0.418604259808854,0.312565776883139,0.343672090045741,135.34,95.34,75.65,105.09,1.28784851080027,0.907222380816443,0.719859168331906,6.22856717768441,0.0202,0.011600000000000,3.74,3.68,4.16326530612245,6.02083333333333,0.8285,0.687,0.7578,0.8326,0.677,0.7548,-1.222034382
233,0,5.04,2.06,5.1778,2.4148,0.885827257586249,0.593735008802282,0.192850718224696,0.142402475670222,0.162920241525628,18.55,99.04,151.31,80.73,0.229778273256534,1.22680540071844,1.87427226557661,7.06778008526987,0.024,0.080500000000000,4.14,5.6,4.69387755102041,2.8125,0.9125,0.9108,0.9117,0.8827,0.8876,0.8852,5.334152344
234,0,5.57,2.04,5.4444,2.2719,0.485641755297678,0.643579538638985,0.672684354481973,0.216674397928175,0.167355014065075,160.32,114.27,96.52,126.06,1.27177534507377,0.906473108043789,0.765667142630493,7.55170608168687,0.0455,0.017300000000000,4.16,5.18,3.87755102040816,6.3125,0.9095,0.8689,0.8892,0.9188,0.8798,0.8993,-1.110606486
235,0,2.84,1.9,4.2444,2.1337,0.498579521643785,0.719160297018215,0.914850164752157,0.303439476409329,0.180512640977384,174.24,127.64,111.14,139.78,1.24653026184003,0.913149234511375,0.795106596079554,7.81555437635266,0.0303,0.084200000000000,3.58,4.5,3.48979591836735,5.89583333333333,0.876,0.8565,0.8663,0.8917,0.8812,0.8864,-0.956822313
236,0,4.73,2.07,4.3409,2.1775,0.443606875603373,0.784357462985193,0.470289580055529,0.247787330584648,0.130442863843969,199.28,169.63,108.64,171.76,1.16022356776898,0.987598975314392,0.632510479739171,6.9143632788297,0.0767,#NULL!,3.96,4.06,3.44897959183673,6.64583333333333,0.9578,0.9494,0.9536,0.9786,0.9699,0.9743,-0.544580807
237,0,5.75,2.59,4.4783,2.1678,0.104359390089884,0.696709386733416,1.73199153796128,0.098702070860438,0.16628269771357,172.18,169.92,166.82,170.26,1.01127687066839,0.998003054152473,0.979795606719135,7.38029911035031,0.0262,0.105100000000000,3.78,5.54,3.85714285714286,4.5625,0.9504,0.9424,0.9464,0.9546,0.9434,0.949,0.467932788
238,0,3.77,2.5,4.9111,2.5029,0.156735778647787,0.60716120826709,0.482239564961572,0.152704843008142,0.341266869147058,142.79,149.33,154.36,147.95,0.965123352483947,1.00932747549848,1.04332544778641,7.25790804162687,0.0194,0.068900000000000,4.28,4.52,4.85714285714286,3.375,0.8571,0.8378,0.8474,0.8559,0.8361,0.846,0.759403144
239,0,5.02,2.47,4.6222,2.4706,0.108007918240942,0.80808487966615,0.334742659384219,0.055196576623863,0.09358366297438,206.05,196.16,184.96,197.87,1.04134027391722,0.991357962298479,0.934755142265124,6.11845946857387,0.0196,0.081900000000000,4.9,3.74,4.83673469387755,4.04255319148936,0.9917,0.9907,0.9912,0.9921,0.9918,0.992,0.276581154
240,0,4.85,2.36,5.6889,2.3435,0.189658364993245,0.551020543068175,1.46034589496183,0.223434644536319,0.182360123682132,134.2,121.51,126.14,125.83,1.06651831836605,0.965667964714297,1.00246364142096,7.4771218546448,0.0244,0.087900000000000,5.14,6.52,5.89795918367347,4.9375,0.8831,0.8751,0.8791,0.892,0.8805,0.8862,0.165092571
1,1,3.55,1.86,3.5319,2.1146,0.293747161231498,0.471046537458914,0.925691317897426,0.129375683541084,0.112242882025517,108.85,115.24,90.49,110.53,0.984800506649778,1.04261286528544,0.818691757893784,6.62615771311493,0.03787807067971,0.035782345986957,4.02173913043478,4.15384615384615,3.91666666666667,5.67391304347826,0.9397,0.9178,0.9288,0.949,0.9441,0.9466,0.546186077
2,1,4.29,2.21,3.9148,2.1852,0.095078397010128,0.299672774027644,1.55626976326122,0.098045018956916,0.077453672976074,74.1,74.22,71.93,73.92,1.00243506493506,1.00405844155844,0.973079004329004,6.30409724250593,0.03307060670428,0.054600226629053,5.69565217391304,4.53846153846154,5.22916666666667,2.23913043478261,0.951,0.9341,0.9425,0.9546,0.9373,0.9459,0.516717186
3,1,3.53,1.88,3.3829,2.5156,0.251864922985472,0.61448648591512,0.048671493322902,0.038380272071526,0.08680467457835,156.7,139.62,117.4,142.2,1.10196905766526,0.981856540084388,0.825597749648383,6.07488825986917,0.015887940483092,0.072795392850242,3.58695652173913,3.25,3.72916666666667,3.23913043478261,0.9909,0.9873,0.9891,0.9913,0.9878,0.9896,-0.115383623
4,1,3.69,1.87,3.6808,2.3229,0.163391192511041,0.46296043158004,1.18626637321303,0.188129235060867,0.115611302314373,116.98,110.34,103.89,111.53,1.04886577602439,0.989330225051556,0.9314982515915,6.48918027180629,0.01513375157967,0.067255831753664,4.02173913043478,3.13461538461538,3.58333333333333,3.45652173913043,0.9812,0.9173,0.9492,0.9817,0.9251,0.9534,0.239382396
5,1,3.29,1.57,3.0851,2.2537,0.196179393480303,0.457703183091419,0.752671822074318,0.12379452659175,0.114988570214393,115.27,108.63,94.99,109.08,1.05674734140081,0.995874587458746,0.870828749541621,6.20929853237757,0.026287539092685,0.041184335907315,3.67391304347826,3.0,3.54166666666667,3.43478260869565,0.9391,0.9357,0.9374,0.942,0.9426,0.9423,0.160377321
6,1,3.16,1.77,3.4893,2.3393,0.231688087723381,0.59375282299221,0.820040050692775,0.111488747467201,0.071917164760299,142.29,137.76,118.99,139.09,1.02300668631821,0.990437845998993,0.855489251563736,6.04870996192957,0.048062012947736,0.046507778718931,3.95652173913043,3.69230769230769,3.58333333333333,4.45652173913043,0.9901,0.9823,0.9862,0.9937,0.9921,0.9929,0.191929953
7,1,3.59,1.94,3.4255,2.4204,0.145546951789703,0.47243414071511,1.36149552183444,0.103577775509942,0.12409589317362,115.09,114.3,110.59,114.07,1.00894187779434,1.00201630577715,0.969492416936969,6.29373911845037,0.018083065599252,0.050048184400749,4.54347826086957,3.51923076923077,4.89583333333333,2.6304347826087,0.9905,0.9471,0.9688,0.9908,0.9509,0.9708,0.481583355
8,1,3.73,2.19,3.3617,2.5145,0.0,0.327693708083756,0.0,0.0,0.234723368234031,83.56,83.56,83.56,83.56,1.0,1.0,1.0,7.55901544273904,0.023278574557493,0.110058925442507,4.78260869565217,4.51923076923077,4.85416666666667,2.39130434782609,0.7044,0.6797,0.692,0.7044,0.6797,0.692,0.542056257
9,1,4.02,1.77,3.3191,1.9902,0.182018224609941,0.292753011204482,1.02285086531619,0.089106528901268,0.09719090591529,67.21,72.59,65.01,70.13,0.958363040068444,1.03507771281905,0.926992727791245,6.56148168275093,0.012116255574959,0.153897286091708,4.15217391304348,4.03846153846154,4.27083333333333,3.95652173913043,0.8898,0.9109,0.9004,0.8948,0.9166,0.9057,0.744635796
10,1,3.37,2.05,3.4893,2.4748,0.408245690959773,0.248201827094475,0.704925825203031,0.193863162659762,0.162945932200065,62.6,52.07,33.78,53.16,1.17757712565839,0.979495861550038,0.635440180586908,6.85087662923942,0.033585515879159,0.114322817454175,4.73913043478261,5.03846153846154,4.4375,3.76086956521739,0.7966,0.7303,0.7635,0.8029,0.7383,0.7706,-0.634131319
11,1,4.06,1.85,4.0212,2.5323,0.168668399340582,0.217549666020255,1.10984830838834,0.150781018398001,0.172926018147153,52.78,54.56,50.09,53.51,0.986357690151374,1.0196225004672,0.936086712763969,6.44186087620929,0.012240816978549,0.129812308021451,3.56521739130435,4.21153846153846,4.22916666666667,2.91304347826087,0.7976,0.6751,0.7364,0.8027,0.6828,0.7427,0.592902712
12,1,3.92,1.99,4.2978,2.2449,0.196103528714241,0.3923063154096,1.76623369903871,0.102542515109215,0.168916142337691,92.87,91.68,86.45,91.44,1.01563867016623,1.00262467191601,0.945428696412948,7.03513603347129,0.01566918366357,0.112505816336430,4.17391304347826,3.80769230769231,3.9375,3.71739130434783,0.9296,0.8941,0.9119,0.9338,0.8951,0.9144,0.428933267
13,1,4.16,1.78,4.3617,2.0368,0.310055837642165,0.367916223826346,1.55954155166324,0.134881071750696,0.227360513065439,79.91,83.04,60.98,81.87,0.976059606693538,1.01429094906559,0.744839379504092,6.98423994199094,0.017086379563406,0.101855287103260,4.58695652173913,4.42307692307692,3.72916666666667,4.71739130434783,0.9003,0.6858,0.793,0.9013,0.7105,0.8059,0.280688721
14,1,4.8,2.39,4.5957,2.7714,0.420831476495364,0.383776687358361,1.02602565131907,0.213513816664122,0.247925093316737,95.45,84.47,57.57,84.74,1.12638659428841,0.996813783337267,0.679372197309417,7.63062402136323,0.073549777322877,0.062478347677123,5.69565217391304,7.17307692307692,5.22916666666667,5.08695652173913,0.7151,0.681,0.698,0.7149,0.682,0.6984,-0.324962727
15,1,4.1,2.57,3.8297,2.4075,0.260147438116492,0.622053189091728,1.34861188993959,0.192530427696228,0.184682110250257,140.69,131.67,144.56,135.83,1.03578001914157,0.969373481557829,1.06427151586542,7.5736583687598,0.046964896084491,0.089563228915509,4.84444444444444,5.03846153846154,4.41666666666667,5.34782608695652,0.8827,0.874,0.8784,0.8894,0.8792,0.8843,0.367541635
16,1,4.47,2.12,4.5106,2.2445,0.261721400304738,0.516776990450359,1.16726744586257,0.179925837970603,0.265619610605008,126.89,118.12,104.05,119.16,1.06487076200067,0.991272239006378,0.873195703256126,7.75635184174599,0.032789020708652,0.086863062624681,4.6304347826087,4.48076923076923,4.39583333333333,5.97826086956522,0.8985,0.769,0.8338,0.9019,0.7747,0.8383,0.115205713
17,1,4.1,2.35,4.3617,2.4884,0.361645903150618,0.497701345246959,1.53548301362348,0.201085101001409,0.202926507768475,115.49,103.54,92.32,105.85,1.09107227208314,0.978176665092112,0.872177609825224,7.52861429488794,0.04691149646399,0.101530170202676,4.56521739130435,4.78846153846154,4.47916666666667,7.0,0.8958,0.8217,0.8588,0.913,0.8546,0.8838,-0.033910712
18,1,4.02,2.0,3.7021,2.2449,0.315621193403097,0.434611520244462,0.87490123211159,0.220776381020616,0.238841869180304,85.35,99.23,107.92,96.05,0.888599687662676,1.03310775637689,1.12358146798542,7.63162345577057,0.0420004850742,0.101404723259133,4.6304347826087,4.84615384615385,4.39583333333333,3.26086956521739,0.7841,0.7896,0.7869,0.7805,0.7912,0.7859,1.232369957
19,1,3.82,2.13,4.0,2.359,0.363267281781624,0.519188059392622,1.65704475351535,0.211846405680137,0.191289906871707,123.13,106.26,94.74,110.02,1.11916015269951,0.965824395564443,0.861116160698055,7.5008134248495,0.030705142197628,0.111870899469038,4.5,3.82692307692308,3.97916666666667,6.23913043478261,0.8775,0.8629,0.8702,0.898,0.8957,0.8969,-0.199675622
20,1,4.53,1.92,4.5957,2.0287,0.283979665689871,0.415790313216196,1.12010708817539,0.149248233586467,0.185526518188259,98.68,90.84,81.77,92.16,1.07074652777778,0.985677083333333,0.887261284722222,7.29978085201519,0.016345655307685,0.132211636358982,4.1304347826087,4.92307692307692,4.5625,5.91304347826087,0.8534,0.8458,0.8496,0.8601,0.8697,0.8649,0.088797621
